# Time[s]    Strain
1.093994140625000000e+00 1.613636353068444741e-22
1.094238281250000000e+00 1.713761830569039399e-22
1.094482421875000000e+00 1.798240046710805033e-22
1.094726562500000000e+00 1.871234832147253463e-22
1.094970703125000000e+00 1.905422143237593743e-22
1.095214843750000000e+00 1.848752269930879360e-22
1.095458984375000000e+00 1.648233728690281654e-22
1.095703125000000000e+00 1.282987585726498987e-22
1.095947265625000000e+00 7.901727634512363457e-23
1.096191406250000000e+00 2.664066207839976521e-23
1.096435546875000000e+00 -1.613291712148074136e-23
1.096679687500000000e+00 -3.835435718403069182e-23
1.096923828125000000e+00 -3.516982251112935337e-23
1.097167968750000000e+00 -9.694350031860352638e-24
1.097412109375000000e+00 2.821925518437894748e-23
1.097656250000000000e+00 6.542747079176051568e-23
1.097900390625000000e+00 8.954666483533406512e-23
1.098144531250000000e+00 9.231551551452549554e-23
1.098388671875000000e+00 7.174593355700516726e-23
1.098632812500000000e+00 3.285552872511288422e-23
1.098876953125000000e+00 -1.344672824631124949e-23
1.099121093750000000e+00 -5.360216708761360441e-23
1.099365234375000000e+00 -7.603026806259189391e-23
1.099609375000000000e+00 -7.530212725890925134e-23
1.099853515625000000e+00 -5.397492311781697568e-23
1.100097656250000000e+00 -2.134334762385032386e-23
1.100341796875000000e+00 1.022215923565890682e-23
1.100585937500000000e+00 2.986232547462510550e-23
1.100830078125000000e+00 3.212644456543535819e-23
1.101074218750000000e+00 1.883581730532509390e-23
1.101318359375000000e+00 -1.843812883842196501e-24
1.101562500000000000e+00 -1.887807825436553953e-23
1.101806640625000000e+00 -2.294522570680041379e-23
1.102050781250000000e+00 -1.003874117118392532e-23
1.102294921875000000e+00 1.739487963343107318e-23
1.102539062500000000e+00 5.179354290092664450e-23
1.102783203125000000e+00 8.316576423905680986e-23
1.103027343750000000e+00 1.019417031950910336e-22
1.103271484375000000e+00 1.013796169661364918e-22
1.103515625000000000e+00 7.930149708292388306e-23
1.103759765625000000e+00 3.894362489850188101e-23
1.104003906250000000e+00 -1.134348074473200375e-23
1.104248046875000000e+00 -5.973692123958554920e-23
1.104492187500000000e+00 -9.384710906372572823e-23
1.104736328125000000e+00 -1.043044164499158883e-22
1.104980468750000000e+00 -8.789767041878242513e-23
1.105224609375000000e+00 -4.897146965061926831e-23
1.105468750000000000e+00 1.673935194548049822e-24
1.105712890625000000e+00 5.006035329909326877e-23
1.105957031250000000e+00 8.324060728173289777e-23
1.106201171875000000e+00 9.301161029053885953e-23
1.106445312500000000e+00 7.811624727857927043e-23
1.106689453125000000e+00 4.438305459717122073e-23
1.106933593750000000e+00 2.670439800427616850e-24
1.107177734375000000e+00 -3.486990238613351382e-23
1.107421875000000000e+00 -5.889611492430575852e-23
1.107666015625000000e+00 -6.570737952092054886e-23
1.107910156250000000e+00 -5.780495831150075673e-23
1.108154296875000000e+00 -4.236485253978562556e-23
1.108398437500000000e+00 -2.851998370579585669e-23
1.108642578125000000e+00 -2.427141359386521269e-23
1.108886718750000000e+00 -3.362048343159368901e-23
1.109130859375000000e+00 -5.467160217657591665e-23
1.109375000000000000e+00 -7.968346978028313044e-23
1.109619140625000000e+00 -9.765765729972924645e-23
1.109863281250000000e+00 -9.886658353743240538e-23
1.110107421875000000e+00 -7.941351269196705198e-23
1.110351562500000000e+00 -4.351201178195759556e-23
1.110595703125000000e+00 -2.133281628881823675e-24
1.110839843750000000e+00 3.148012208096412125e-23
1.111083984375000000e+00 4.721707013044158152e-23
1.111328125000000000e+00 4.165101541616745976e-23
1.111572265625000000e+00 1.809947135962604262e-23
1.111816406250000000e+00 -1.629145126684353636e-23
1.112060546875000000e+00 -5.422830098906978862e-23
1.112304687500000000e+00 -9.045793786281172647e-23
1.112548828125000000e+00 -1.216757523915165429e-22
1.112792968750000000e+00 -1.451342790254963141e-22
1.113037109375000000e+00 -1.576740793887127598e-22
1.113281250000000000e+00 -1.562544391767716958e-22
1.113525390625000000e+00 -1.397270384343879986e-22
1.113769531250000000e+00 -1.105680690521524009e-22
1.114013671875000000e+00 -7.517813542109129299e-23
1.114257812500000000e+00 -4.218814886847910010e-23
1.114501953125000000e+00 -1.941212472395838368e-23
1.114746093750000000e+00 -1.088215830923604736e-23
1.114990234375000000e+00 -1.538257928759169103e-23
1.115234375000000000e+00 -2.721430803634865103e-23
1.115478515625000000e+00 -3.890890184414866717e-23
1.115722656250000000e+00 -4.466234591618263221e-23
1.115966796875000000e+00 -4.287358511009704924e-23
1.116210937500000000e+00 -3.664181422293477268e-23
1.116455078125000000e+00 -3.210652869413188104e-23
1.116699218750000000e+00 -3.549407978019916761e-23
1.116943359375000000e+00 -5.019371493531035720e-23
1.117187500000000000e+00 -7.498634573684307219e-23
1.117431640625000000e+00 -1.039747877945972043e-22
1.117675781250000000e+00 -1.282496301856096259e-22
1.117919921875000000e+00 -1.388806093087202793e-22
1.118164062500000000e+00 -1.301968853844019188e-22
1.118408203125000000e+00 -1.018236416372740864e-22
1.118652343750000000e+00 -5.838775443017073400e-23
1.118896484375000000e+00 -7.271916173744908934e-24
1.119140625000000000e+00 4.391680962373703733e-23
1.119384765625000000e+00 8.862575341941149787e-23
1.119628906250000000e+00 1.211890484660367500e-22
1.119873046875000000e+00 1.362828510740212513e-22
1.120117187500000000e+00 1.293021974403542056e-22
1.120361328125000000e+00 9.812744447615201447e-23
1.120605468750000000e+00 4.543756362567168694e-23
1.120849609375000000e+00 -2.011244555584007927e-23
1.121093750000000000e+00 -8.513298085710814477e-23
1.121337890625000000e+00 -1.350627699914698140e-22
1.121582031250000000e+00 -1.586429293169406035e-22
1.121826171875000000e+00 -1.514198314362171712e-22
1.122070312500000000e+00 -1.168994809026337253e-22
1.122314453125000000e+00 -6.511778210985934487e-23
1.122558593750000000e+00 -9.489083002550882933e-24
1.122802734375000000e+00 3.675284537352785144e-23
1.123046875000000000e+00 6.346733989192859180e-23
1.123291015625000000e+00 6.536247710358353617e-23
1.123535156250000000e+00 4.250146420631851037e-23
1.123779296875000000e+00 -2.510006555408746687e-25
1.124023437500000000e+00 -5.441943473912527512e-23
1.124267578125000000e+00 -1.092952170253073613e-22
1.124511718750000000e+00 -1.533508701267004747e-22
1.124755859375000000e+00 -1.759633492390605734e-22
1.125000000000000000e+00 -1.698223072486337693e-22
1.125244140625000000e+00 -1.337883919049455414e-22
1.125488281250000000e+00 -7.492997094571147918e-23
1.125732421875000000e+00 -8.088039216764355022e-24
1.125976562500000000e+00 4.774717389583035589e-23
1.126220703125000000e+00 7.531927768446098127e-23
1.126464843750000000e+00 6.503689500101034871e-23
1.126708984375000000e+00 1.848779342974501337e-23
1.126953125000000000e+00 -5.201315747021662204e-23
1.127197265625000000e+00 -1.276878323689850559e-22
1.127441406250000000e+00 -1.895377509460386286e-22
1.127685546875000000e+00 -2.239539987550821852e-22
1.127929687500000000e+00 -2.256705030147319762e-22
1.128173828125000000e+00 -1.976289729471744102e-22
1.128417968750000000e+00 -1.487755290495626943e-22
1.128662109375000000e+00 -9.115336296205177430e-23
1.128906250000000000e+00 -3.707722087666615430e-23
1.129150390625000000e+00 3.376136889238655643e-24
1.129394531250000000e+00 2.436882545491723579e-23
1.129638671875000000e+00 2.543641531212586775e-23
1.129882812500000000e+00 1.142697863248459915e-23
1.130126953125000000e+00 -8.805659725398668654e-24
1.130371093750000000e+00 -2.466349996041002678e-23
1.130615234375000000e+00 -2.654672478621528118e-23
1.130859375000000000e+00 -8.555667085174555007e-24
1.131103515625000000e+00 2.952686095633613303e-23
1.131347656250000000e+00 8.181788918404198133e-23
1.131591796875000000e+00 1.379445685735347126e-22
1.131835937500000000e+00 1.861432309648180679e-22
1.132080078125000000e+00 2.165263294259382659e-22
1.132324218750000000e+00 2.233702049202165319e-22
1.132568359375000000e+00 2.060885273748888776e-22
1.132812500000000000e+00 1.691451154543397681e-22
1.133056640625000000e+00 1.211884397982507047e-22
1.133300781250000000e+00 7.348666785547029205e-23
1.133544921875000000e+00 3.767978367280638316e-23
1.133789062500000000e+00 2.305418624235935031e-23
1.134033203125000000e+00 3.390759529322661196e-23
1.134277343750000000e+00 6.788512521843276795e-23
1.134521484375000000e+00 1.161498836278176596e-22
1.134765625000000000e+00 1.657254654681061330e-22
1.135009765625000000e+00 2.034020358850762946e-22
1.135253906250000000e+00 2.196928932795684524e-22
1.135498046875000000e+00 2.111270080014269140e-22
1.135742187500000000e+00 1.800308658275376722e-22
1.135986328125000000e+00 1.324095828994381748e-22
1.136230468750000000e+00 7.544081132812946038e-23
1.136474609375000000e+00 1.582291657137105813e-23
1.136718750000000000e+00 -4.071632014959303146e-23
1.136962890625000000e+00 -8.920049847710944267e-23
1.137207031250000000e+00 -1.251310296881628177e-22
1.137451171875000000e+00 -1.446288858130602046e-22
1.137695312500000000e+00 -1.452233746015650324e-22
1.137939453125000000e+00 -1.272045973230247776e-22
1.138183593750000000e+00 -9.485907563280462391e-23
1.138427734375000000e+00 -5.647783441459069306e-23
1.138671875000000000e+00 -2.248069659416213716e-23
1.138916015625000000e+00 -2.136084900272834750e-24
1.139160156250000000e+00 -2.511461644901041894e-25
1.139404296875000000e+00 -1.530850673348629335e-23
1.139648437500000000e+00 -3.988961503744103866e-23
1.139892578125000000e+00 -6.322097707902331474e-23
1.140136718750000000e+00 -7.483547099779836469e-23
1.140380859375000000e+00 -6.804670728375911772e-23
1.140625000000000000e+00 -4.214296362376308925e-23
1.140869140625000000e+00 -2.654568895173149820e-24
1.141113281250000000e+00 4.036949324625714198e-23
1.141357421875000000e+00 7.553052732181027630e-23
1.141601562500000000e+00 9.375418401738796488e-23
1.141845703125000000e+00 9.134690526237016180e-23
1.142089843750000000e+00 7.125863157892471373e-23
1.142333984375000000e+00 4.182644096105379651e-23
1.142578125000000000e+00 1.345157545520155096e-23
1.142822265625000000e+00 -5.185902680014949714e-24
1.143066406250000000e+00 -9.632604067517709428e-24
1.143310546875000000e+00 -9.697800217597296149e-26
1.143554687500000000e+00 1.974957926727776665e-23
1.143798828125000000e+00 4.455631585890315261e-23
1.144042968750000000e+00 6.879890727105575624e-23
1.144287109375000000e+00 8.764916295530744765e-23
1.144531250000000000e+00 9.730405870391718649e-23
1.144775390625000000e+00 9.520437798815160002e-23
1.145019531250000000e+00 8.054648022466349098e-23
1.145263671875000000e+00 5.494970114903386635e-23
1.145507812500000000e+00 2.262924321957292821e-23
1.145751953125000000e+00 -1.039375249269766024e-23
1.145996093750000000e+00 -3.785165524068523370e-23
1.146240234375000000e+00 -5.496117074933910581e-23
1.146484375000000000e+00 -5.974334354656819623e-23
1.146728515625000000e+00 -5.345007541686875915e-23
1.146972656250000000e+00 -3.982221952563599590e-23
1.147216796875000000e+00 -2.347292877981723871e-23
1.147460937500000000e+00 -8.282890153931470162e-24
1.147705078125000000e+00 3.389567891197704775e-24
1.147949218750000000e+00 1.065429319974623249e-23
1.148193359375000000e+00 1.379208991617813632e-23
1.148437500000000000e+00 1.415694425169507759e-23
1.148681640625000000e+00 1.412292436853616955e-23
1.148925781250000000e+00 1.669694928351867984e-23
1.149169921875000000e+00 2.472567429073502889e-23
1.149414062500000000e+00 3.994383013722904010e-23
1.149658203125000000e+00 6.215702141541964065e-23
1.149902343750000000e+00 8.879040079460475105e-23
1.150146484375000000e+00 1.149922305605595556e-22
1.150390625000000000e+00 1.343922968496581708e-22
1.150634765625000000e+00 1.404284557472363694e-22
1.150878906250000000e+00 1.279960247598599148e-22
1.151123046875000000e+00 9.518785400852996299e-23
1.151367187500000000e+00 4.486728527018979656e-23
1.151611328125000000e+00 -1.455672185562279457e-23
1.151855468750000000e+00 -7.013165499750116762e-23
1.152099609375000000e+00 -1.076432439467425483e-22
1.152343750000000000e+00 -1.163989049164815416e-22
1.152587890625000000e+00 -9.363403137460667303e-23
1.152832031250000000e+00 -4.649230549845258691e-23
1.153076171875000000e+00 9.669827276601233359e-24
1.153320312500000000e+00 5.638547479925274611e-23
1.153564453125000000e+00 7.866067000200284088e-23
1.153808593750000000e+00 7.031654249803533867e-23
1.154052734375000000e+00 3.598803700811888823e-23
1.154296875000000000e+00 -1.084532482566492799e-23
1.154541015625000000e+00 -5.298352022641728750e-23
1.154785156250000000e+00 -7.589390301452617022e-23
1.155029296875000000e+00 -7.291160483797268141e-23
1.155273437500000000e+00 -4.720227740513031220e-23
1.155517578125000000e+00 -9.846562341802202018e-24
1.155761718750000000e+00 2.491193603608968061e-23
1.156005859375000000e+00 4.510608465079628519e-23
1.156250000000000000e+00 4.494985283477101366e-23
1.156494140625000000e+00 2.596559505500872998e-23
1.156738281250000000e+00 -4.464865655757011762e-24
1.156982421875000000e+00 -3.594750195667327287e-23
1.157226562500000000e+00 -5.811317298887049516e-23
1.157470703125000000e+00 -6.325051065580509072e-23
1.157714843750000000e+00 -4.843842385443051834e-23
1.157958984375000000e+00 -1.691699756400291474e-23
1.158203125000000000e+00 2.207545084294083056e-23
1.158447265625000000e+00 5.573285583179460256e-23
1.158691406250000000e+00 7.209400241783402960e-23
1.158935546875000000e+00 6.473032206154313815e-23
1.159179687500000000e+00 3.536330317724260771e-23
1.159423828125000000e+00 -7.019520664629331468e-24
1.159667968750000000e+00 -5.002673114819854957e-23
1.159912109375000000e+00 -8.262518526387896586e-23
1.160156250000000000e+00 -9.856249040084278577e-23
1.160400390625000000e+00 -9.727324576301591400e-23
1.160644531250000000e+00 -8.258184498249871277e-23
1.160888671875000000e+00 -6.059730430909654507e-23
1.161132812500000000e+00 -3.817018790240820120e-23
1.161376953125000000e+00 -2.213761775575091164e-23
1.161621093750000000e+00 -1.847373184402804400e-23
1.161865234375000000e+00 -3.062759781129832373e-23
1.162109375000000000e+00 -5.753040966693250546e-23
1.162353515625000000e+00 -9.263207193962083243e-23
1.162597656250000000e+00 -1.250633567186238984e-22
1.162841796875000000e+00 -1.429246369815836194e-22
1.163085937500000000e+00 -1.375533916656164276e-22
1.163330078125000000e+00 -1.070246704741942708e-22
1.163574218750000000e+00 -5.733359455660900020e-23
1.163818359375000000e+00 -6.065815913339090904e-25
1.164062500000000000e+00 4.904932680425547629e-23
1.164306640625000000e+00 8.036709553350196973e-23
1.164550781250000000e+00 8.839761318519069525e-23
1.164794921875000000e+00 7.529548854152987897e-23
1.165039062500000000e+00 4.837736297692410448e-23
1.165283203125000000e+00 1.670003037156711109e-23
1.165527343750000000e+00 -1.202693602650621636e-23
1.165771484375000000e+00 -3.287267820541196144e-23
1.166015625000000000e+00 -4.343961430345043019e-23
1.166259765625000000e+00 -4.312079571063024363e-23
1.166503906250000000e+00 -3.307570448831075052e-23
1.166748046875000000e+00 -1.690953357526880523e-23
1.166992187500000000e+00 -8.422791876732651468e-25
1.167236328125000000e+00 7.677462441573859093e-24
1.167480468750000000e+00 2.652110036160856653e-24
1.167724609375000000e+00 -1.780898035144684811e-23
1.167968750000000000e+00 -5.019583266848064348e-23
1.168212890625000000e+00 -8.635957422507942245e-23
1.168457031250000000e+00 -1.161882756988519467e-22
1.168701171875000000e+00 -1.311857543801847226e-22
1.168945312500000000e+00 -1.274156251036250582e-22
1.169189453125000000e+00 -1.065557274988627417e-22
1.169433593750000000e+00 -7.476858840307424887e-23
1.169677734375000000e+00 -4.010855294258544941e-23
1.169921875000000000e+00 -9.746199631281757007e-24
1.170166015625000000e+00 1.177045158908900498e-23
1.170410156250000000e+00 2.262227156341769995e-23
1.170654296875000000e+00 2.258855795062923757e-23
1.170898437500000000e+00 1.190369964156517926e-23
1.171142578125000000e+00 -8.806532468852886487e-24
1.171386718750000000e+00 -3.756780721745011420e-23
1.171630859375000000e+00 -7.013846518769172317e-23
1.171875000000000000e+00 -1.000619519309976460e-22
1.172119140625000000e+00 -1.198446692852062114e-22
1.172363281250000000e+00 -1.229319975137885197e-22
1.172607421875000000e+00 -1.060228291029361030e-22
1.172851562500000000e+00 -7.100067083977803097e-23
1.173095703125000000e+00 -2.543737478076317112e-23
1.173339843750000000e+00 1.911566507121472401e-23
1.173583984375000000e+00 5.075705051243492262e-23
1.173828125000000000e+00 6.133409491067462742e-23
1.174072265625000000e+00 4.927085596429026127e-23
1.174316406250000000e+00 2.006135107953590567e-23
1.174560546875000000e+00 -1.563490409824546548e-23
1.174804687500000000e+00 -4.555387578583938619e-23
1.175048828125000000e+00 -5.985804137528618027e-23
1.175292968750000000e+00 -5.435762252821010017e-23
1.175537109375000000e+00 -3.183077669793043997e-23
1.175781250000000000e+00 -8.465194113865357160e-25
1.176025390625000000e+00 2.758541773509519966e-23
1.176269531250000000e+00 4.413434901987222114e-23
1.176513671875000000e+00 4.422453338247807463e-23
1.176757812500000000e+00 2.898996095004051402e-23
1.177001953125000000e+00 4.244571913141871314e-24
1.177246093750000000e+00 -2.173288111564241874e-23
1.177490234375000000e+00 -4.083021776568272124e-23
1.177734375000000000e+00 -4.750944550364901441e-23
1.177978515625000000e+00 -4.031415715488358293e-23
1.178222656250000000e+00 -2.193171017497985638e-23
1.178466796875000000e+00 2.200191504135018906e-24
1.178710937500000000e+00 2.609107894155558402e-23
1.178955078125000000e+00 4.519694067034842148e-23
1.179199218750000000e+00 5.737541035131642922e-23
1.179443359375000000e+00 6.256026096719679383e-23
1.179687500000000000e+00 6.169823566993593093e-23
1.179931640625000000e+00 5.587868685347904272e-23
1.180175781250000000e+00 4.617361104067481885e-23
1.180419921875000000e+00 3.390752271622065814e-23
1.180664062500000000e+00 2.074726348592947965e-23
1.180908203125000000e+00 8.358116976205139571e-24
1.181152343750000000e+00 -2.104711400364408883e-24
1.181396484375000000e+00 -1.022200543592652997e-23
1.181640625000000000e+00 -1.607116271863122963e-23
1.181884765625000000e+00 -1.976677618639435613e-23
1.182128906250000000e+00 -2.118698581730071736e-23
1.182373046875000000e+00 -2.000897395873072149e-23
1.182617187500000000e+00 -1.578524201445141437e-23
1.182861328125000000e+00 -7.804008184298467861e-24
1.183105468750000000e+00 5.086806649866711283e-24
1.183349609375000000e+00 2.420824040246263093e-23
1.183593750000000000e+00 5.008482107837621487e-23
1.183837890625000000e+00 8.112353172182287972e-23
1.184082031250000000e+00 1.127759105130171049e-22
1.184326171875000000e+00 1.381029026272406636e-22
1.184570312500000000e+00 1.500572361276300269e-22
1.184814453125000000e+00 1.445965135934388941e-22
1.185058593750000000e+00 1.228037533409471712e-22
1.185302734375000000e+00 9.055211740912874730e-23
1.185546875000000000e+00 5.582943078254259523e-23
1.185791015625000000e+00 2.535518008315669056e-23
1.186035156250000000e+00 2.421655605208294008e-24
1.186279296875000000e+00 -1.310089209967619233e-23
1.186523437500000000e+00 -2.312419495587570185e-23
1.186767578125000000e+00 -2.949322427531469366e-23
1.187011718750000000e+00 -3.312346076833458051e-23
1.187255859375000000e+00 -3.435278157973517827e-23
1.187500000000000000e+00 -3.389812241673158352e-23
1.187744140625000000e+00 -3.353202792974626761e-23
1.187988281250000000e+00 -3.582491634277821082e-23
1.188232421875000000e+00 -4.291787079588417466e-23
1.188476562500000000e+00 -5.502609240807928027e-23
1.188720703125000000e+00 -6.966389906976637112e-23
1.188964843750000000e+00 -8.213412011315617109e-23
1.189208984375000000e+00 -8.706195085783004327e-23
1.189453125000000000e+00 -8.032156948108288755e-23
1.189697265625000000e+00 -6.069850553383823474e-23
1.189941406250000000e+00 -3.070739842677624287e-23
1.190185546875000000e+00 3.890035569760581186e-24
1.190429687500000000e+00 3.584340998687800672e-23
1.190673828125000000e+00 5.871200314271902658e-23
1.190917968750000000e+00 6.865826357385570853e-23
1.191162109375000000e+00 6.510743648844118323e-23
1.191406250000000000e+00 5.037047211570742048e-23
1.191650390625000000e+00 2.873895168975728231e-23
1.191894531250000000e+00 5.441909737662609316e-24
1.192138671875000000e+00 -1.445612321360338755e-23
1.192382812500000000e+00 -2.716843025038967664e-23
1.192626953125000000e+00 -3.103288057327251171e-23
1.192871093750000000e+00 -2.672332859459372287e-23
1.193115234375000000e+00 -1.665589522644480920e-23
1.193359375000000000e+00 -3.774608025934209839e-24
1.193603515625000000e+00 9.700660487503606449e-24
1.193847656250000000e+00 2.277508292189011678e-23
1.194091796875000000e+00 3.502276070171474173e-23
1.194335937500000000e+00 4.529851213861796716e-23
1.194580078125000000e+00 5.101906912610096543e-23
1.194824218750000000e+00 4.886386204067243959e-23
1.195068359375000000e+00 3.664759189011211658e-23
1.195312500000000000e+00 1.529583980306590673e-23
1.195556640625000000e+00 -1.019929096921124807e-23
1.195800781250000000e+00 -3.154401169092510172e-23
1.196044921875000000e+00 -3.966755362175150774e-23
1.196289062500000000e+00 -2.819728561152725474e-23
1.196533203125000000e+00 3.583901978697582050e-24
1.196777343750000000e+00 4.969095427654133838e-23
1.197021484375000000e+00 9.882926567867696065e-23
1.197265625000000000e+00 1.376818096169799813e-22
1.197509765625000000e+00 1.549196456968305538e-22
1.197753906250000000e+00 1.447281132932879682e-22
1.197998046875000000e+00 1.089103781764995124e-22
1.198242187500000000e+00 5.695349409613786645e-23
1.198486328125000000e+00 3.823276721144455105e-24
1.198730468750000000e+00 -3.414275283836460001e-23
1.198974609375000000e+00 -4.409919384317207957e-23
1.199218750000000000e+00 -2.067737466480605800e-23
1.199462890625000000e+00 3.231934208308386677e-23
1.199707031250000000e+00 1.030656045405024147e-22
1.199951171875000000e+00 1.752977220327206530e-22
1.200195312500000000e+00 2.332104321635535088e-22
1.200439453125000000e+00 2.660547923003275356e-22
1.200683593750000000e+00 2.706907169191910788e-22
1.200927734375000000e+00 2.511204037704714243e-22
1.201171875000000000e+00 2.155973698049584430e-22
1.201416015625000000e+00 1.731173568270434543e-22
1.201660156250000000e+00 1.310540614206780320e-22
1.201904296875000000e+00 9.460514173689667520e-23
1.202148437500000000e+00 6.741283752683752349e-23
1.202392578125000000e+00 5.209423552620731096e-23
1.202636718750000000e+00 4.985011570759716369e-23
1.202880859375000000e+00 5.937774115566466438e-23
1.203125000000000000e+00 7.606726949162505152e-23
1.203369140625000000e+00 9.239530080462686581e-23
1.203613281250000000e+00 9.979946525320883015e-23
1.203857421875000000e+00 9.157885625309473967e-23
1.204101562500000000e+00 6.571676720433525311e-23
1.204345703125000000e+00 2.620776138437347206e-23
1.204589843750000000e+00 -1.808902759239168663e-23
1.204833984375000000e+00 -5.679372318020394815e-23
1.205078125000000000e+00 -8.195456051982378940e-23
1.205322265625000000e+00 -9.067017980197375238e-23
1.205566406250000000e+00 -8.530627055821344051e-23
1.205810546875000000e+00 -7.154591885364824172e-23
1.206054687500000000e+00 -5.551644442284911989e-23
1.206298828125000000e+00 -4.150920139537521567e-23
1.206542968750000000e+00 -3.120919167079441012e-23
1.206787109375000000e+00 -2.423056042161495056e-23
1.207031250000000000e+00 -1.901360278810823204e-23
1.207275390625000000e+00 -1.338759319174109215e-23
1.207519531250000000e+00 -4.900798625004406031e-24
1.207763671875000000e+00 8.551410520983591416e-24
1.208007812500000000e+00 2.756511201342184184e-23
1.208251953125000000e+00 4.999520246996470883e-23
1.208496093750000000e+00 7.062283934790896230e-23
1.208740234375000000e+00 8.249403439241184400e-23
1.208984375000000000e+00 7.973504148966005898e-23
1.209228515625000000e+00 6.056372690303414196e-23
1.209472656250000000e+00 2.890060483969032173e-23
1.209716796875000000e+00 -6.322380149719333207e-24
1.209960937500000000e+00 -3.397217396166685379e-23
1.210205078125000000e+00 -4.463798833883839754e-23
1.210449218750000000e+00 -3.425564470299935320e-23
1.210693359375000000e+00 -6.012777798499290008e-24
1.210937500000000000e+00 3.044958316350260615e-23
1.211181640625000000e+00 6.259386975006304549e-23
1.211425781250000000e+00 8.001552706835068688e-23
1.211669921875000000e+00 7.856467516592913536e-23
1.211914062500000000e+00 6.144071446246275021e-23
1.212158203125000000e+00 3.694381100187862060e-23
1.212402343750000000e+00 1.448884948499095959e-23
1.212646484375000000e+00 1.025729193282929427e-24
1.212890625000000000e+00 -8.114180686985287113e-25
1.213134765625000000e+00 7.354666275498575030e-24
1.213378906250000000e+00 2.102698836150398592e-23
1.213623046875000000e+00 3.465713284648990988e-23
1.213867187500000000e+00 4.314235787739523131e-23
1.214111328125000000e+00 4.266629023166146151e-23
1.214355468750000000e+00 3.104671734129713861e-23
1.214599609375000000e+00 7.963717177143862164e-24
1.214843750000000000e+00 -2.478574614401951417e-23
1.215087890625000000e+00 -6.324627237855411848e-23
1.215332031250000000e+00 -1.017902195082927090e-22
1.215576171875000000e+00 -1.341511250637449400e-22
1.215820312500000000e+00 -1.547234348218520312e-22
1.216064453125000000e+00 -1.597678974248723016e-22
1.216308593750000000e+00 -1.482640525771071288e-22
1.216552734375000000e+00 -1.223174446399731465e-22
1.216796875000000000e+00 -8.705872214415828470e-23
1.217041015625000000e+00 -4.982929818205781694e-23
1.217285156250000000e+00 -1.849495020584501277e-23
1.217529296875000000e+00 7.662448021853759217e-25
1.217773437500000000e+00 5.269401237168483545e-24
1.218017578125000000e+00 -3.689642273978195254e-24
1.218261718750000000e+00 -2.185051555519065534e-23
1.218505859375000000e+00 -4.392614242337969958e-23
1.218750000000000000e+00 -6.559569493802438618e-23
1.218994140625000000e+00 -8.474642209449405395e-23
1.219238281250000000e+00 -1.013802281865347099e-22
1.219482421875000000e+00 -1.162007132697043657e-22
1.219726562500000000e+00 -1.288101829853240764e-22
1.219970703125000000e+00 -1.368672079273021507e-22
1.220214843750000000e+00 -1.368973784743484316e-22
1.220458984375000000e+00 -1.262725972378394369e-22
1.220703125000000000e+00 -1.051723328072328774e-22
1.220947265625000000e+00 -7.740345541190536070e-23
1.221191406250000000e+00 -4.948287043466364441e-23
1.221435546875000000e+00 -2.821816754324610562e-23
1.221679687500000000e+00 -1.800010349733680982e-23
1.221923828125000000e+00 -1.942166543859478535e-23
1.222167968750000000e+00 -2.997697663819259208e-23
1.222412109375000000e+00 -4.605861923398212758e-23
1.222656250000000000e+00 -6.469673096658547388e-23
1.222900390625000000e+00 -8.402982126486122269e-23
1.223144531250000000e+00 -1.026334075466940281e-22
1.223388671875000000e+00 -1.185863206064518081e-22
1.223632812500000000e+00 -1.291457996651378452e-22
1.223876953125000000e+00 -1.313790400826686056e-22
1.224121093750000000e+00 -1.234795683083571016e-22
1.224365234375000000e+00 -1.060476649628957687e-22
1.224609375000000000e+00 -8.257559744658668609e-23
1.224853515625000000e+00 -5.883190968781197286e-23
1.225097656250000000e+00 -4.140195113573400608e-23
1.225341796875000000e+00 -3.588926354855214793e-23
1.225585937500000000e+00 -4.525815526957901788e-23
1.225830078125000000e+00 -6.873935538726426885e-23
1.226074218750000000e+00 -1.016591509295383051e-22
1.226318359375000000e+00 -1.363907441071171043e-22
1.226562500000000000e+00 -1.643368888419431940e-22
1.226806640625000000e+00 -1.784723126276115249e-22
1.227050781250000000e+00 -1.755970808032687483e-22
1.227294921875000000e+00 -1.573439734451087097e-22
1.227539062500000000e+00 -1.294241427651772494e-22
1.227783203125000000e+00 -9.941446658033592579e-23
1.228027343750000000e+00 -7.400993955595399846e-23
1.228271484375000000e+00 -5.678438687276255157e-23
1.228515625000000000e+00 -4.728515818414216350e-23
1.228759765625000000e+00 -4.184180341923892069e-23
1.229003906250000000e+00 -3.578759899798505447e-23
1.229248046875000000e+00 -2.610222360320944254e-23
1.229492187500000000e+00 -1.312700283556610212e-23
1.229736328125000000e+00 -2.624716802152120164e-25
1.229980468750000000e+00 8.388445610871583596e-24
1.230224609375000000e+00 1.105139968830849422e-23
1.230468750000000000e+00 9.984570172075273767e-24
1.230712890625000000e+00 1.069460685819732778e-23
1.230957031250000000e+00 1.909357064174412256e-23
1.231201171875000000e+00 3.818345481094682349e-23
1.231445312500000000e+00 6.604852434324128767e-23
1.231689453125000000e+00 9.623753898832600898e-23
1.231933593750000000e+00 1.203815868816368767e-22
1.232177734375000000e+00 1.317304428410155123e-22
1.232421875000000000e+00 1.278505608080084320e-22
1.232666015625000000e+00 1.113035740814919146e-22
